recompensa
-29.32000000000002
-32.620000000000054
-27.05000000000023
-24.54000000000007
-37.74000000000034
-34.85000000000007
-27.18000000000024
-24.390000000000192
-30.000000000000075
-23.530000000000072
-26.950000000000042
-16.829999999999906
-22.870000000000175
-32.56000000000026
-28.54000000000025
-23.600000000000108
-28.570000000000217
-34.830000000000126
-33.520000000000294
-20.949999999999978
-31.86000000000015
-29.94000000000014
-27.93000000000029
-20.94000000000012
-23.400000000000087
-28.06000000000005
-27.7800000000001
-28.150000000000148
-29.62000000000021
-31.47000000000007
-12.049999999999978
-25.04000000000014
-29.88000000000016
-30.780000000000296
-34.790000000000305
-28.710000000000207
-17.56000000000008
-21.49000000000005
-23.740000000000016
-31.62000000000011
-27.05000000000014
-27.250000000000284
-38.10000000000014
-28.92000000000018
-31.930000000000042
-27.27000000000009
-25.79000000000007
-30.160000000000164
-31.340000000000057
-29.110000000000007
-13.629999999999937
-26.69000000000024
-29.729999999999997
-36.09000000000022
-19.71999999999999
-24.340000000000032
-27.10000000000007
-25.699999999999918
-28.980000000000043
-20.850000000000076
-25.02000000000011
-24.170000000000034
-24.350000000000048
-29.61999999999994
-35.97000000000039
-30.710000000000107
-17.719999999999867
-17.649999999999842
-22.740000000000116
-26.040000000000024
-20.56000000000003
-23.570000000000114
-30.830000000000197
-14.430000000000064
-21.880000000000067
-12.019999999999873
-34.010000000000176
-17.02000000000006
-25.090000000000067
-15.439999999999909
-29.010000000000097
-21.81000000000012
-29.890000000000057
-30.000000000000114
-17.949999999999996
-25.060000000000006
-9.52
-14.780000000000015
-24.44000000000026
-16.049999999999912
-19.179999999999993
-33.57000000000016
-24.870000000000154
-22.540000000000134
-21.249999999999904
-16.919999999999987
-26.780000000000186
-22.090000000000067
-24.280000000000193
-12.469999999999935
-25.01000000000011
-24.52000000000013
-22.880000000000035
-28.350000000000087
-24.600000000000037
-18.9100000000001
-16.59999999999989
-22.500000000000068
-19.360000000000152
-20.240000000000094
-22.01000000000009
-23.510000000000073
-12.82000000000002
-20.91000000000013
-18.780000000000044
-24.96
-18.240000000000013
-24.720000000000084
-18.709999999999845
-28.500000000000068
-24.020000000000138
-15.17999999999996
-11.129999999999987
-27.46999999999997
-14.249999999999998
-9.410000000000045
-16.670000000000012
-11.129999999999944
-6.55999999999997
-13.919999999999883
-10.249999999999915
-20.959999999999937
-22.73000000000004
-24.860000000000063
-21.100000000000016
-29.63000000000016
-21.719999999999985
-17.210000000000015
-24.560000000000198
-25.12000000000011
-14.470000000000022
-28.900000000000098
-25.69000000000016
-11.800000000000038
-18.279999999999987
-19.700000000000042
-28.620000000000168
-24.450000000000045
-18.110000000000042
-15.550000000000002
-14.229999999999999
-14.429999999999856
-15.729999999999961
-6.38000000000004
-21.489999999999988
-15.479999999999878
-13.409999999999876
-24.93999999999987
-19.560000000000016
-12.030000000000081
-27.080000000000002
-23.479999999999947
-7.559999999999981
-13.980000000000079
-12.51999999999996
-25.330000000000055
-13.619999999999933
-24.12000000000011
-19.199999999999932
-12.330000000000028
-17.47999999999996
-13.369999999999937
-21.00000000000004
-13.02999999999995
-21.450000000000088
-9.300000000000027
-15.379999999999866
-14.180000000000108
-20.050000000000054
-11.409999999999952
-11.970000000000047
-7.629999999999978
-12.599999999999989
-23.23000000000011
-18.420000000000023
-27.89000000000008
-18.419999999999973
-18.240000000000006
-8.379999999999749
-7.220000000000022
-13.260000000000023
-23.439999999999998
-14.729999999999881
-16.7400000000001
-12.180000000000021
-10.959999999999994
-12.890000000000038
-23.96999999999999
-10.789999999999948
-18.989999999999974
